restaurant,menu,review,annotator,food,delvice,label
마미쿡수제버거-성수점,"마마모짜렐라치즈버거/1,스테이크골드버거/1,스노우치즈 포테이토/1,해쉬브라운/1,수제 콘샐러드/1,콜라 500ml/1,사이다 500ml/1",요기요로 주문했는데 왜 옆집 번호로 착각하셨는지 모르겠어요.,희락,3,1,3
공리&탕수육,"탕짬면/1,탕볶밥/1",맛이 정말 좋습니다,희락,5,3,7
신룽푸마라탕-강남점,"마라탕/1(맛 선택(미친매운맛),사이즈 선택(소),토핑 추가(고수 추가)),공깃밥/1,삥홍차 （500ml）/1",쩰 매운맛인데 색 왜이래여 원래 엄청 빨갛게 오는데 흠.. 최악,희락,1,3,1
감성낙곱새-관악점,NEW꼬들낙곱새（일회용냄비포장）＋라면사리/1(사이즈 선택(大（3~4人）)),설명서에 물넣지 말라고해서 물안넣엇는데 세팅하는 사이에 탔네요 저같이 요리 잘 모르는 사람은 설명서대로 햇다가 저처럼 낭패보겠어요 탄맛이 베어서 그런지 맛도 뭔맛인지 모르겟어요,희락,1,1,0
홍콩반점0410-신정네거리역점,"식사2인＋탕수육＋군만두4개/1(식사 1 선택(짜장),식사 2 선택(고추짬뽕（면 별도포장）),탕수육 선택(1박스（소스 별도포장）),탕수육 소스 선택(기본 （새콤달콤 소스）),만두류 선택(군만두 4개),무료 서비스 택 1(코카콜라))",탕수육 애들이 저무잘먹어요,희락,5,3,7
사천마라탕-방배점,"사천마라상궈（소고기마라상궈）/1(맛 선택(보통맛),추가 선택(야채100g 추가))",너무 맛있어요!! 매운거 못먹는데 괜찮았어요!!,희락,5,3,7
홍보석-을지로점,세트3（탕수육＋짜장＋짬뽕）/1,"짬뽕국물은 싱겁고, 탕수육도 간이 하나도 안되잇고 소스도 싱겁고, 짜장도 싱겁고, 뭐 간을 하나도 맛안보고 만드시는듯.",희락,1,3,1
상하이몽,"세트1（등심탕수육＋짜장1＋군만두）/1(그릇 선택(친환경 일회용)),짬짜면/1(그릇 선택(친환경 일회용))",자주 먹던 곳인데 오늘따라 짜장이 너무 묽어서 맹맛이에요,희락,1,3,1
맥도날드-종로3가점,"더블 불고기버거 라지 세트/2(사이드 선택（L）(후렌치 후라이 라지),음료 선택（L）(코카 콜라Ⓡ 라지))",요즘시기에 딱 맛있게 먹었습니다,희락,5,3,7
에머이-문래점,"양지 쌀국수/1(쌀국수 면 선택(데친면),쌀국수 고수 선택(고수X괜찮아요X)),분짜/1(분짜 고수 선택(고수X괜찮아요X))",언제나 맛있어요. 고수 따로달라는 요청사항도 들어주셔서 감사합니다,희락,5,5,8
맘스치킨,맘스 어니언치킨 반마리（순살） /1,리뷰이벤트는 장식인가봐요ㅎㅎ 참여한다고 했는데 오지도 않고^^ 오랜만에 시켰는데 양파랑 소스양이 엄청 줄었네요 아쉽네요ㅎ,희락,1,1,0
단골손님-방이점,"꼬막육회비빔밥 1人/1(추가 선택(미니곱창전골 추가,매콤한 청양고추 추가))","기대를 너무 많이 했던 모양입니다. 배달기사는 집과 반대방향으로 가서 두어군데 들러오는 것 같았고, 밥은 거의 생쌀입니다. 청양고추가 제일 맛있네요.",희락,1,1,0
테트리스찜닭-왕십리점,"빨간찜닭（일반）/1(사이즈 선택(한마리),맛 선택(보통맛))",식혜도 이벤트 납작만두도 감사해용  그런데 만두가 저희가족 입맛안 안맞았어요..  ㅠㅅㅠ  기름지고 얇은만두들끼리 붙어있어서 그런지 밀가루반죽 같은 느낌?  빨간찜닭이..  음 그냥그랬어요 막  맛있지도 맛없지도 않은? 간장은 맛있다던데..   매운게 땡겼어서..  당면도 많았는데 당면도 그다지 않좋아해서 ㅠㅅㅠ   개취가 않맞았나봐요. 그래도 사장님 잘먹었습니다. 감사합니다,희락,3,3,4
네네치킨-양천구청점,윙봉/1,네네치킨최고예요  윙봉은 진리입니다!!배달빨라서너므좋아요,희락,5,5,8
가장맛있는족발-영등포구청점,족발 앞발（대）＋과일 막국수/1,지난번에 너무 맛있게 먹어서 또 주문했는데 이번에는 별로네요! 뼈는 대자맞는데 살은 적고 앞다리와 뒷다리가 섞인 느낌! 고기두께는 누가봐도 아마추어가 대충 썰은 느낌! 오늘은 실망스럽네요!!,희락,1,3,1
스시데이,"스시데이초밥 12ps/1,광어＋연어초밥 10ps/1",ㅠㅠ광어에서 비린내가 너무 나요.. 여름이라 상했을까 생각들 만큼요.. 냄새나서 결국 못먹고 버립니다.. 정말 너무 돈 아까워요.. 배부르게 먹고 남긴것도 아니고 비린내가 너무 심해서 못먹고 버려요..,희락,1,3,1
파스타입니다-서초점,떡갈비매콤크림파스타/1(맛 선택(기본)),주소를 잘못적어서 받지도못했네요 잘못적은거 잘못이지만 같은서초구에 가까운거리인데 못간다고 받으러가거나 자체폐기한다고 고객센터에서전화오네요 배달비더줘도 고객센터에선 안된다네요 아쉽네요,희락,3,1,3
죠스떡볶이-종각점,"（요기요）수제튀김 중/1,（요기요）죠스찰순대/1,（요기요）부산어묵/1,（요기요）오징어튀김（1개）/2,（요기요）김말이튀김（1개）/1,（요기요）고구마튀김（1개）/2,（요기요）새우튀김（1개）/2",깔끔하고 맛있었어요. 담에도 이용할게요,희락,5,3,7
롯데리아-신정네거리역점,"불고기버거세트/1(디저트 변경(선택 치즈스틱),드링크 변경(세트 콜라（R）)),롱치즈스틱/1,치킨너겟/1",버거 세트를 시키면서 심지어 치즈스틱 추가하고 더불어 치키러겟까지 추가했지만.. 케찹은 커녕 아무런 소스 자체가 오지 않았네요.,희락,3,1,3
쏘핫마라탕&마라샹궈-1호점,"마라샹궈,볶음요리/1(맛선택(1단계. 적당하게 매운맛))",다른건 고사하고 구성설명에 면류있어서 추가안했는데요 면1도 없어요 떡 달랑하나. 엄청짜요,희락,1,1,0
곱도리탕전문점,한우）1인 곱도리탕/1(조리 선택(조리)),"뚜껑열자마자 잡내가 너무 심하네요..  곱도리탕좋아해서 타업체에서 종종먹다 이쪽엔 처음주문인데, 다른사진보니 기본으로 들어가는 당면도 전혀안들어있고..  아까워 대창이라도 좀 건져먹으려다 도저히ㅠ 많이 아쉽네요..",희락,1,3,1
포메인-구의광장점,"오리지널 스프링롤/1,포메인 쌀국수 S/1",스리라차 많이 달라고 부탁까지 드렸는데.. 해선장 소스랑 비슷하게 조금왔어요. 가게에서 먹으면 더 먹을수 있을텐데요. 소스를 살 수 있게 목록에 올리시던지 소스를 많이 주시면 좋겠네요..맛은 아는것처럼 괜찮은 맛입니다.,희락,5,1,6
네네치킨-잠실새내역점,"후라이드/1(소스 추가(양념소스,크리미언소스))","타사 통틀어 치킨시키고 실망한적 최근1년간 없었습니다. 단점적기 싫은데 오버쿡돼 질기고, 기름쩐내가 났어요. 치킨살을 찢는게아니고 부서지더라구요. 닭크기도 타사에 비해 작더라구요..  고민끝에 매장에 전화했는데 사장님께서는 오버쿡된거같다고 솔직하게 인정, 사과하시고, 다시 배달해드리겠다. 아니면 환불해드리겠다고 하셨지만 차마 어떻게 그러겠습니까ㅠㅠ  근데 조리 후 오버쿡된걸 아셨다면 배달전 미리 조치를취했다면 더 좋았을것 같다는 아쉬움이 듭니다. 저도 치킨먹다가 버리는사람이아닌데 힘드네요 이건 ..무튼 사과해주셔서 감사합니다.",희락,1,1,0
에그드랍-성수역점,"갈릭 베이컨 치즈/2,제주말차라떼/1(온도선택(ICE))",갈릭베이컨을 2개시켰는데 하나는 빵 한쪽면이 없이 왔어요 ㄷㄷ.. 이게 어떻게 이럴수가있지..,희락,3,1,3
동대문엽기떡볶이-이수점,엽기오뎅/1(매운 맛 선택(중간맛)),전보단 나아요..맛있게 먹었어요,희락,5,3,7
KFC-신림역점,베스트셀러팩（징거버거＋타워버거＋핫크리스피치킨2＋텐더4＋에그타르트＋비스켓＋딸기잼＋콜라（L）2）/1,다좋은데 배달은 요청사항 거꾸로 다하시네요 벨누르지말라는데 누르고 문자달라는데 아무것도안와서 늦게받았네요 업체를바꾸시는게,희락,3,1,3
보스참치-홍대점,보스퍼플라벨/1(사이즈 선택(30pcs)),말이 필요없습니다! 최고~!,희락,5,3,7
구백냥곱창-신정점,구백냥야채곱창 /1(기본（순한맛）을 원하시면 선택하지 마세요 추가 선택(매운맛 1단계（매콤）)),맛있게 잘먹을게요 ㅎㅎ,희락,5,3,7
던킨-신촌명물점,"소금 우유도넛/4,내쉬빌핫치킨버거/1",내슈빌치킨부드럽고 맵네요.,희락,5,3,7
착한밥도둑간장게장,3번.간장게장 암게 （4마리）/1,주문시간아닌데 주문가능해서 시켰는데 안옴ㅡㅡ,희락,3,1,3
떡볶킹-고대점,세트1（떡볶이＋만두튀김＋계란）/1(맛선택(매운맛)),맛도 좋고 양도 좋은데 저번에도 그러더니 주소 잘못보고 다른 호수로 가서 문 시끄럽게 두드리더니 전화해서 주소 제대로 적었다니깐 아니라고 하고.. 다음주에 이사가서 마지막 주문이었는데 참 안타깝네요,희락,5,1,6
중식전문하이난,고추잡채 /1(사이즈선택(1~2人)),사진에는 꽃빵이 있는데 배달에는 오지 않음 맛은 그냥 그럼,희락,3,1,3
교촌치킨-잠실2호점,교촌오리지날＋레드순살S/1(사이드 메뉴(선택안함)),"그냥 뭐.,  기억이안남",희락,3,3,4
락앤웍-잠실홈플러스점,"차돌짬뽕/1,잡채밥/1",일단 배달이 10분 넘게 늦어서 면들이 다 불었고 맛도 보통입니다.,희락,3,1,3
소주기행,"돼지고기 숙주볶음/1,숯불 오돌뼈/1,전주짜글이/1",주관적일수 있으나 보편적으로 공부가 필요하세요 그중 오돌뼈는 좀 나으나 ㅜㅜ,희락,1,3,1
배스킨라빈스-까치산역점,"쿼터/1(제품 밀봉 배달 전용 패키지(선택 안함),다회용 보냉백(선택안함),스푼 선택(스푼 6개),아이스크림 선택（쿼터）(엄마는 외계인,사랑에 빠진 딸기,아몬드 봉봉,치즈 고구마구마),대체맛 선택（쿼터）(（대체）엄마는 외계인,（대체）사랑에 빠진 딸기))",잘먹었어요~~,희락,5,3,7
강남족발,"보쌈/1(사이즈 선택(소（2인분）)),쌈 추가（상추5＋깻잎3）/3",막국수에서 쉰네가 진동을 하네요  그리고 마늘 고추 마니좀 달라고 했는데 기본만 왔네요 심히 실망이 너무 큼니다  ㅠㅠ,희락,1,1,0
오성아구뽈찜-목동점,"살로만 생아구찜/1(사이즈 선택(中),맛 선택(순한맛（보통보다 덜매운맛）),추가 선택(볶음밥（2인）추가,대구고니 추가))",살이 많고 맛있었어요,희락,5,3,7
파리바게뜨-사당파스텔시티점,"야채감자 고로케/1,정통소보루/1,한입에 두번 반한 단팥크림빵/1,뀐아망/1,촉촉한몽블랑/1",야채감자고로케 안이 많이 비어있어요. 빵들이 매장 가격보다 비싼게 있네요. 여직원분 불친절.,희락,1,1,0
누구나홀딱반한닭-사당점,쌈닭화히타/1,오늘도 쌈닭 화이타랑 국물떡볶이 맛있게 잘먹었습니다~ㅎ 강추!!,희락,5,3,7
서울김밥-신림역점,"순두부찌개/1,쫄면/1",주문하고1시간30분이  지나서 왔습니다 태풍핑계를  대시는데 참고로 비가오지는 않았던 상황이고 늦어지면 전화라도 해서  양해를 구해야하는게 아닌가싶네요 쫄면을시켰는데 당연히 떡이 되어서 왔고요  만들어ㅜ놓고 배달기사를 기다리는시간이 20분 오는시간까지계산하면 만든지30분은 훨씬 지났을거라 생각됩니다 제가 화가나는건 매장으로 전화했을때 어떠한 말도안하고 변명만 늘어놓기바쁘시더라고요 저같으면 미리 전화해서 양해를 구하던지 아님 전화가 왔을때라도 죄송하다고 했을거예요.오히려 다른사람들은 아무말없이 먹는데 왜그런얘기하냐는식이었어여,희락,3,1,3
공리특허짬뽕,볶짬면/1,가족들 자고 있어서 새벽에 시켜서 문앞에놓고 문자달라고 신청했는데 벨누르고 오네요.. 덕분에 다깨서 혼나며 먹었습니다  다음엔 조심해주세요,희락,3,1,3
롯데리아-캐슬플라자점,"순살치킨 하프팩/1(소스 선택(데리야끼소스)),머스타드소스/1,휠레소스_허니머스타드/1,휠레소스_스위트앤샤워/1,시즈닝_치즈맛/1,시즈닝_오니언맛/1",배달 빠르고 맛나요,희락,5,5,8
희래등-역삼점,간짜장/2,육계장은맛있는데 간짜장 은 그다지  양파가 숨이 다 디져가지고  짜장은아닌듯,희락,3,3,4
원조양평신내서울해장국-고척점,"해장국/1,수제왕돈까스/1",양도 적고 요청사항 세번중 한번을 안들어줌,희락,1,1,0
왕장,물냉면/1(곱배기(곱빼기 추가)),육수가 아무맛도 안나네요,희락,1,3,1
카츠하루-목동본점,히레세트（히레카츠＋면 메뉴 中 택1 ）/1(면 메뉴 선택(유부우동)),배달빼고는 항상 만족합니다. 매번 식어서 오는데 그것만 좀 어떻게 안될까요? ㅠ,희락,5,1,6
남자피자-영등포점,"페퍼로니피자/1,버팔로윙 6조각/1,갈릭디핑소스/1,코카콜라 500mL/2",배달이 뭔 두시간걸림,희락,3,1,3
호식이두마리치킨-신림점,"순살치킨 ＋ 순살치킨/1(순살 소스선택(후라이드),순살 소스선택(매운간장),기본음료선택(콜라 기본))",치킨이 너무 퍽퍽하고 짜요  다음에 다신 안시킬듯,희락,1,3,1
파리바게뜨-신림사거리점,"콰트로치즈 몰빵/1,[NEW]밤식빵/1,[NEW]명품잡채고로케/1",치즈식빵임데 치즈가 으음,희락,3,3,4
홍콩반점0410-한양대점,짜장면＋탕수육（小）/1,실패하지 않을 맛 짬뽕 뿐만 아니라 짜장면도 맛있네요 탕수육도 제가 개인적으로 좋아하는 하얀 튀김,희락,5,3,7
다담족발,겉절이보쌈＋족발＋즉석떡볶이＋묵은지찌개＋비빔냉면＋겉절이김치/1(사이즈 선택(소)),메인인 고기를 먹으려고 시킨건데 고기는 적고 떡뽁이 등등만이 푸짐?.. 보쌈 고기가 야들하지않고 퍼석 해요  암튼 영업하시는데 참고하시길요,희락,1,3,1
CU-신촌르메이점,"（1＋1）주종카스타드단팥빵/1(1＋1(주종카스타드단팥빵)),（2＋1）팔도비빔칩시그니처/1(2＋1(팔도비빔칩시그니처),2＋1(팔도비빔칩시그니처)),（1＋1） 프링글스）양파110g/1(1＋1(프링글스）양파110g)),（2＋1） 꼬꼬면컵/1(2＋1(꼬꼬면컵),2＋1(꼬꼬면컵)),백종원7찬매콤불고기1/1,트리플고기정식2/1,2XL고깃집볶음밥1/1,판매용 봉투/1",예상시간이40분이넘었어요..,희락,3,1,3
원할머니보쌈-서초점,"모둠보쌈/1(보쌈사이즈선택4(소 （생육500g이상,수육350g）))",변하지 않는 원할머니 보쌈 감사히 잘 먹었습니다.,희락,5,3,7
파파존스피자-문래점,"수퍼 파파스 오리지널 크러스트 L/1(추가 선택(파파스 윙,치즈 스틱,코카-콜라 1.25L,파파스 파스타（로제）,파파 콘샐러드))",맛나네요.가ㅁ사합니다.,희락,5,3,7
카츠루와-구로점,"로스돈까스（등심）/1,새우튀김 5개/1","돈가스에 고기가 살이 부서지는 식감입니다. 물론 맛없었구요,,새우는 튀김이 다 누져서 바삭함은 찾아볼수없었습니다. 또 돈가스도 새우도 튀김옷이 두껍고 좀 식으니까 딱딱해져서 먹기 힘들었습니다. 양은 적당한거같습니다.",희락,1,3,1
마라대국,"마라향궈/1(맛 선택(1단계:순한맛（일반라면 정도 매운맛）),고기 추가 선택(소고기（200g）),야채류 선택(배추 110g,청경채 55g,콩나물 55g,새송이버섯 55g,연근 30g,느타리버섯 55g,숙주 110g),기타 선택(부죽 55g,비엔나소세지 5개,건두부 110g,유부 2장,두유피 55g),소스 선택(땅콩소스（쯔마쟝）)),꿔바로우10조각/1,연유꽃빵튀김 4개 /1,계란볶음밥/1","신라면이 살짝 매운 제 입맛에는 1단계가 딱 맞네요. 맵찔이에게는 1단계도 살짝 매콤해요. 근데 2단계가 향이 좀 더 좋았던 걸 생각하면 매운맛을 내는 재료를 제가 향긋하다 생각하는 걸지도 모르겠어요. 그래도 향긋하고 맛있어요! 무엇보다 안 먹는 재료 일일이 빼달라 하지 않아도 되고 먹고 싶은 재료만 넣을 수 있는 거 넘 좋아요! 식어도 맛있고요 볶음밥은 잘 푼 계란이 채소, 밥과 함께 구석구석 잘 볶아졌어요. 리뷰이벤트로 제주항공권렌트카권이 올까 했는데 정말 주셨어요!와..!덕분에 올해 못간 휴가 다녀올게요. 고맙습니다!",희락,5,5,8
