restaurant_name,user_id,menu,review_create_time,min_cost,subway,address,category_name,review_context,preprocessed_review_context,total_star,taste_star,quantity_star,delivery_star,image_url,insert_time,keyword
한성마라탕-방배점,손님,"마라샹궈/1(맛 선택(마라입문（보통맛）약간 매콤하고 얼얼한 맛),고기 선택(소고기),추가 선택(완자 추가))",2020-11-26 00:00:00,"15,000원",2호선 방배역,서울 서초구 방배동 923-6 방배아크로타워 107호 108호,"중국집, 한식, 야식",사진은 못찍었는데.. 홀에서 먹었던거랑 배달시켜먹는 거에 맛차이가 조금 있는 것 같아요,사진은 못찍었는데.. 홀에서 먹었던거랑 배달시켜먹는 거에 맛차이가 조금 있는 것 같아요,4,3,4,3,-1,2021-12-08 22:11:17,코코 코 고고 고코 코드 콜 코코아 고 꼬 콜로 고회 테 타 야요 요요 태 이요 이태 이 요 사용자 다
마왕족발-영등포구청역점,li**님,마왕통구이 소/1(맛선택(순한맛)),2021-08-29 00:00:00,"25,000원",2호선 도림천역,서울 영등포구 당산동2가 37 하나비즈타워 1층 102호,족발/보쌈,막국수 서비스로 주셔서 잘 먹었습니다 족발 소스가 특이하고 맛있네요 살이 부드럽고 지방이 적당해요,막국수 서비스로 주셔서 잘 먹었습니다 족발 소스가 특이하고 맛있네요 살이 부드럽고 지방이 적당해요,5,5,5,5,https://rev-static.yogiyo.co.kr/8ac6d13f3b2b806fa5b1ae1b875a79db.jpg,2021-12-08 15:30:08,구두 소스 독특 하 고 맛있 다
코리엔탈깻잎두마리치킨-신촌점,95**님,한마리 1가지맛 선택/1(치킨선택1(（BEST）수원 왕갈비치킨)),2021-12-05 00:00:00,"12,000원",2호선 신촌역,서울 마포구 노고산동 106-83 1층,"프랜차이즈, 치킨","잘 먹었습니다~
다음에는 두마리 시켜볼까 봐요.
찜, 리뷰이벤트 이번에 못 받은 건 다음에 같이 보내주세요!","잘 먹었습니다~ 다음에는 두마리 시켜볼까 봐요. 찜, 리뷰이벤트 이번에 못 받은 건 다음에 같이 보내주세요!",5,5,5,5,https://rev-static.yogiyo.co.kr/8746edc10542b63122a2afe58398d75f.jpg,2021-12-09 00:39:58,심사 이벤트 받 지 않 으면 다음 보내 주 세요
프랭크수제치즈버거-건대1호점,ye**님,"프랭크더블치즈버거세트（프랭크더블치즈버거＋감자 택1＋음료 택1）/1(감자 선택(감자튀김),음료 선택(콜라))",2021-07-13 00:00:00,"7,500원",2호선 건대입구역,서울특별시 광진구 화양동 9-50 9-50 1층,"1인분 주문, 피자/양식, 분식","맛나게 잘 먹었어요.
여기 버거 예술입니다.
몇번째 먹어도 매번 감동하네요.^^",맛나게 잘 먹었어요. 여기 버거 예술입니다. 몇번째 먹어도 매번 감동하네요.^^,5,5,5,5,-1,2021-12-08 14:44:40,버거 아티스트
원할머니보쌈족발-이수역점,손님,"의성마늘떡보쌈/1(보쌈사이즈선택1(대（생육920g이상,수육650g）))",2020-11-22 00:00:00,"27,000원",2호선 사당역,"서울 동작구 사당동 139-63번지 1,2층",족발/보쌈,무가 조금 달지만 고기에서 잡내도 안나고 맛있게 잘 먹었습니다 :) 감사합니다.,무가 조금 달지만 고기에서 잡내도 안나고 맛있게 잘 먹었습니다    감사합니다.,5,5,5,5,-1,2021-12-08 23:05:39,나 고기 걸리 지 않 고 잘 먹 다
비스트로피자-구로점,gk**님,"반반피자 L/1(피자 선택(더블불고기피자,더블포테이토피자),엣지 추가 선택(고구마크러스트 추가))",2021-09-02 00:00:00,"12,000원",2호선 대림역,서울특별시 구로구 구로동 429-259 삼성드림빌 429-259 삼성드림빌 1층 101호,피자/양식,지난번 비스트로피자에서 맛있게 먹었던 메뉴로 재주문입니다^^ 역시나 오늘도 맛있어요! 도우도 쫀득하고 토핑도 아끼지 않고 팍팍!! 넣어주셔서 피자만으로도 배가 엄청 불러요^^ 불고기피자는 엄마가 정말 좋아하세요ㅎㅎ 서비스로 주시는 스파게티덕분에 더욱 다양하고 푸짐하게 먹을수있어서 좋습니당! 담에도 또 주문할게요~~:),지난번 비스트로피자에서 맛있게 먹었던 메뉴로 재주문입니다^^ 역시나 오늘도 맛있어요! 도우도 쫀득하고 토핑도 아끼지 않고 팍팍!! 넣어주셔서 피자만으로도 배가 엄청 불러요^^ 불고기피자는 엄마가 정말 좋아하세요ㅎㅎ 서비스로 주시는 스파게티덕분에 더욱 다양하고 푸짐하게 먹을수있어서 좋습니당! 담에도 또 주문할게요~~  ,5,5,5,5,https://rev-static.yogiyo.co.kr/ff01f5a0bc3670614daf6e43e64f3452.jpg https://rev-static.yogiyo.co.kr/a4c058fd226c55c5488e96e9b769abd7.jpg https://rev-static.yogiyo.co.kr/d93c1cab7180ce4cc916100ce7a66df1.jpg,2021-12-08 23:23:48,그것 비스트 피자 레시피 이 다
칸지고고-서초점,ch**님,"삼선 자장면/1,새우 볶음밥/1",2020-09-21 00:00:00,"15,000원",2호선 교대역,서울 서초구 서초동 1695-3 정원빌딩 1층,중국집,자주 시켜먹는데요. 오늘는 면이 좀 마르고 퍼져서 별로였어요. 담번엔 배달시간 고려해서 퍼지지 않게 해주세요,자주 시켜먹는데요. 오늘는 면이 좀 마르고 퍼져서 별로였어요. 담번엔 배달시간 고려해서 퍼지지 않게 해주세요,4,4,5,5,https://rev-static.yogiyo.co.kr/7774b1f6f9634fed7ae4ea5695fe05a8.jpg,2021-12-08 20:39:28,이번 배달 시간 고려 해 확산 하 지 마세요
산오징어양푼무침,yu**님,E （산오징어물회＋산오징어회）/1(추가 선택(국수사리 추가)),2020-10-31 00:00:00,"20,000원",2호선 아현역,서울 마포구 서교동 368-30,일식/돈까스,배달도 빠르고 너무 맛있어요ㅎㅎ 자주 시킬께요~,배달도 빠르고 너무 맛있어요ㅎㅎ 자주 시킬께요~,5,5,5,5,-1,2021-12-09 07:26:49,빠르 고 맛있 다 웃음 거리
피자레또-본점,손님,"토마토핫칠리파스타/1,버팔로윙/1(갯수 선택(5조각)),콘샐러드/1,콜라 500mL/1",2018-08-06 00:00:00,"15,000원",2호선 교대역,서울 강남구 논현동 136-4,피자/양식,파스타 맛이 정말 너무 이상했어요... 상한 해산물을 쓴건지 먹고 배도 좀 아팠네요.. 여기서 파스타 먹은지 벌써 4년은 됐는데 단골로서 속상하네요.. 양도 전보다 거의 반으로 줄다싶이 하고. 이윤이 중요한건 아는데 양도 심각하게 줄었네요. 지금껏 시켜먹은 정으로 쭉 시켜왔은데 이제는 포기네요.,파스타 맛이 정말 너무 이상했어요.. 상한 해산물을 쓴건지 먹고 배도 좀 아팠네요.. 여기서 파스타 먹은지 벌써 4년은 됐는데 단골로서 속상하네요.. 양도 전보다 거의 반으로 줄다싶이 하고. 이윤이 중요한건 아는데 양도 심각하게 줄었네요. 지금껏 시켜먹은 정으로 쭉 시켜왔은데 이제는 포기네요.,2,2,1,5,-1,2021-12-17 02:27:20,나 해산물 먹 고 배 조금 아팠 다 이적 하 전 거의 절반 줄이 싶
셀라베이커리,ya**님,"에그토스트（대표메뉴）/1,생크림홀（슈생크림!!진짜 맛있어용!!）/2,완두빵/1",2019-11-29 00:00:00,"8,000원",2호선 봉천역,서울 관악구 봉천동 926-27 1층 1호,카페/디저트,"에그토스트 이렇게 맛있는 곳 처음이에요
계란 없는 사이드 부분도 치즈 케찹 마요네즈가 있어서 안질기고 맛있었어요
생크림홀도 부드럽고 요새 완두빵 파는 곳 거의 없어서 오랜만에 먹었는데 진짜 맛있었어요
사장님 많이파세요",에그토스트 이렇게 맛있는 곳 처음이에요 계란 없는 사이드 부분도 치즈 케찹 마요네즈가 있어서 안질기고 맛있었어요 생크림홀도 부드럽고 요새 완두빵 파는 곳 거의 없어서 오랜만에 먹었는데 진짜 맛있었어요 사장님 많이파세요,5,5,5,5,-1,2021-12-08 20:01:58,에 토스트 이렇게 맛있 곳 처음 이
3가지맛디디치킨-연세대점,ed**님,"1마리 내마음대로 3가지맛＋로제후루룩떡볶이세트/1(선택(뼈),1마리내마음대로 선택1(파닭*),1마리내마음대로 선택2(매직버터양념 보통맛*),1마리내마음대로 선택3(간장*))",2021-10-27 00:00:00,"5,100원",2호선 이대역,서울 서대문구 연희동 304-2 1층 2호,1인분 주문,3가지맛 다 맛있고 콜드컵이랑 콜라마시니깐 더 좋았어용♡,3가지맛 다 맛있고 콜드컵이랑 콜라마시니깐 더 좋았어용 ,5,5,5,5,https://rev-static.yogiyo.co.kr/20983fd64aa5fc61258b0bfb88eaaa94.jpg,2021-12-09 02:06:46,맛있 고 모두 으며
오순살-강남점,yo**님,"오리지날 캠핑허브순살/1,오리지날 캠핑허브순살/2(음료 추가 선택(콜라 1.25L로 변경)),추억의 닭강정순살/1,추억의 닭강정순살/2(음료 추가 선택(콜라 1.25L로 변경))",2020-02-17 00:00:00,"15,000원",2호선 역삼역,서울 강남구 역삼동 645-9 하정빌딩 1층,"프랜차이즈, 치킨",너무 맛있어서 사진 찍기도 전에 다 먹었어요,너무 맛있어서 사진 찍기도 전에 다 먹었어요,5,5,5,5,https://rev-static.yogiyo.co.kr/3814c7dc9945ea9c3f562ad4912da9d4.jpg,2021-12-09 01:21:21,맛있 어서 사진 찍 전 다 먹 네 선생 님
스시장인,wi**님,"오늘의초밥10pcs＋리뷰서비스2p（광어2＋활어1＋연어2＋참치1＋간장새우1＋가리비1＋계란1＋문어1）/1,광어지느러미/1,광어묵은지/1,장어/2",2020-10-18 00:00:00,"10,000원",2호선 삼성역,서울 강남구 대치동 890-45 덕우빌딩 지하1층,"1인분 주문, 일식/돈까스","장어에서 살짝 비린맛이났어요 .... 
ㅜㅜ",장어에서 살짝 비린맛이났어요 ..  ㅜㅜ,3,3,3,4,-1,2021-12-09 00:15:13,코코 코 코코아 콜라
오늘통닭-신촌점,3s**님,마늘통닭/1,2021-06-21 00:00:00,"15,900원",2호선 신촌역,"서울특별시 서대문구 창천동 52-5 52-5 1,2,3층",치킨,"마늘 소스 너무 맛있어요 ㅎㅎ
치킨도 맛있구요!!",마늘 소스 너무 맛있어요 ㅎㅎ 치킨도 맛있구요!!,5,5,5,5,https://rev-static.yogiyo.co.kr/d5b63caae52a893c3dee0d828e907ae2.jpg,2021-12-09 00:56:03,마늘 소스 정말 맛있 다 미소 짓 닭 어
아쉬트리,ce**님,"아쉬트리버거（구 아메리칸）/1(세트변경(버거＋감자튀김＋콜라 （355ml）)),칠리베이컨버거（구 시카고）/1,포크 칠리 프라이즈/1,콜라 （355ml）/1",2021-11-01 00:00:00,"10,000원",2호선 구의역,서울특별시 광진구 구의동 252-117,"1인분 주문, 피자/양식","햄버거는 싱겁고,
뻑뻑하고
감자튀김은 호일에 돌돌 말려있어 눅눅합니다.","햄버거는 싱겁고, 뻑뻑하고 감자튀김은 호일에 돌돌 말려있어 눅눅합니다.",1,1,5,5,-1,2021-12-08 15:36:27,신선 하 고 매콤 감자튀김 호수 안 바위 싸여 습 해졌 다
마츠리 방배점,co**님,"연어회（혼술）/1,새우튀김 2개/1",2020-09-08 00:00:00,"15,000원",2호선 방배역,서울특별시 서초구 방배동 790-10,,생선 중에 연어만 좋아하는데 초밥집에서 시키자니 밥만 많을 것 같아서 마츠리에 첫주문했는데 성공적이네요. 초밥에 양파절임까지 주셔서 맛난 초밥도 먹고 회도 잘 먹었어요. 초생강 많이 달라는 것도 안잊고 챙겨주시고 서비스도 감사합니다. 익스프레스라 배달도 제시간에 딱!,생선 중에 연어만 좋아하는데 초밥집에서 시키자니 밥만 많을 것 같아서 마츠리에 첫주문했는데 성공적이네요. 초밥에 양파절임까지 주셔서 맛난 초밥도 먹고 회도 잘 먹었어요. 초생강 많이 달라는 것도 안잊고 챙겨주시고 서비스도 감사합니다. 익스프레스라 배달도 제시간에 딱!,5,5,5,5,-1,2021-12-08 23:35:38,초밥 양파 주 셔서 잘 먹
치킨마루-아현역점,py**님,크리스피（후라이드） 치킨/1,2019-01-04 00:00:00,"10,000원",2호선 아현역,서울 서대문구 북아현동 135-12,치킨,"바삭바삭 맛있어요!
1인 1닭 가능!!!!",바삭바삭 맛있어요! 1인 1닭 가능!!,5,5,5,5,-1,2021-12-16 08:42:33,가능 한 인 치킨
하노이별-문래점,gx**님,S1.커플월남쌈（2인용）/1(조리 선택(바로 먹을거예요)),2021-12-03 00:00:00,"12,000원",2호선 문래역,서울특별시 영등포구 당산동1가 79-5,피자/양식,"태어나서 처음 리뷰라는걸 써봐요
월남쌈 좋아해서 가끔 시켜먹기는 했는데 
그냥 먹기만 했거든요
근데 오늘 오늘 받아보고 쌍따봉 드립니다👍👍
이렇게 정갈하다니 
사진속에 내용물이 숨겨져 있지만 아랫부분에 깻잎,파프리카 등등 더 있답니다. 
야채 싱싱하고 너무 맛있어요 
앞으로도 이렇게 부탁드릴게요~","태어나서 처음 리뷰라는걸 써봐요 월남쌈 좋아해서 가끔 시켜먹기는 했는데  그냥 먹기만 했거든요 근데 오늘 오늘 받아보고 쌍따봉 드립니다   이렇게 정갈하다니  사진속에 내용물이 숨겨져 있지만 아랫부분에 깻잎,파프리카 등등 더 있답니다.  야채 싱싱하고 너무 맛있어요  앞으로도 이렇게 부탁드릴게요~",5,5,5,5,https://rev-static.yogiyo.co.kr/3f3602b07658d78867dccbd31485c721.jpg,2021-12-08 16:37:19,베트남 쌈 마음 들 어서 주문 하 곤 했 는데 막 먹
강명수아저씨네-마포본점,kd**님,"명태알찜/1(맛 선택(보통맛),사이즈 선택(小))",2020-05-17 00:00:00,"20,000원",2호선 충정로역,서울 마포구 서교동 325-22 1층,"프랜차이즈, 한식, 야식",양도 많고 진짜 맛있게 먹었습니다. 밥도 아주 꾹꾹 눌러 담아주신거같고 자주 먹을거같아요!!,양도 많고 진짜 맛있게 먹었습니다. 밥도 아주 꾹꾹 눌러 담아주신거같고 자주 먹을거같아요!!,5,5,5,5,-1,2021-12-09 08:25:52,네 밥 아주 단단 해서 많이 먹 거 라고 생각 해
현선이네-청계직영점,ma**님,"현선이 콤보세트（떡볶이＋튀김＋순대＋오뎅＋김밥＋음료수 랜덤）/1(맛 선택(중간맛)),반반떡（중간맛）/1,쿨피스 大/1",2021-02-05 00:00:00,"15,000원",2호선 을지로입구역,서울 중구 삼각동 110-1 1층,분식,맛도 있고 배달 익스프레스라 빠르고 리뷰 이벤트 하지도 않았는데 선 지급해서 씀!,맛도 있고 배달 익스프레스라 빠르고 리뷰 이벤트 하지도 않았는데 선 지급해서 씀!,5,5,5,5,-1,2021-12-08 12:33:56,배달 고속도로 때문 빠르 고 재 검토 이벤트 하 지 않 지만 일선 보냈
강남1등족발족삼리,rl**님,"싸우지마~반반족발（족발반＋직화양념족발）/1(사이즈 선택(족발大（3~4人）),맛 선택(쓰읍..!))",2021-11-06 00:00:00,"18,000원",2호선 삼성역,서울 강남구 역삼동 721-4 이원빌딩 지하1층 1호,족발/보쌈,"맛있게 잘 먹었습니다
같이 보네주신 서비스도 좋았습니다",맛있게 잘 먹었습니다 같이 보네주신 서비스도 좋았습니다,5,5,5,5,https://rev-static.yogiyo.co.kr/09adb8eb24e4d32d357c1758b0928e9f.jpg https://rev-static.yogiyo.co.kr/350ad330d90e23d29e8ce68e32de9f74.jpg https://rev-static.yogiyo.co.kr/48499671a7a030acfc2edc2cc3c33861.jpg,2021-12-09 00:23:47,당신 보낸 서비스 즐거웠
만족오향족발-강남직영점,da**님,A 세트 中（족발 中 ＋ 쟁반국수 ＋ 펩시콜라 500mL）/1,2020-09-25 00:00:00,"30,000원",2호선 강남역,"서울 강남구 역삼동 831-5 지상 1,2층",족발/보쌈,"시청에서 줄서서 먹던 그 맛^^ 여기서도 먹으니 좋네요!!!
어른 셋이 먹기 적당한 양이었던것 같아요~:)
잘먹었습니당ㅋㅋㅋ",시청에서 줄서서 먹던 그 맛^^ 여기서도 먹으니 좋네요!! 어른 셋이 먹기 적당한 양이었던것 같아요~   잘먹었습니당ㅋㅋ,5,5,5,5,https://rev-static.yogiyo.co.kr/5ceb44bf419ee71d07961065ece5efda.jpg,2021-12-08 19:49:05,여기 먹 으면 좋 텐데 내 줄 서 맛 말 했 식사 하 세요
배스킨라빈스-구로구청점,su**님,"쿼터/1(제품 밀봉 배달 전용 패키지(선택 안함),다회용 보냉백(선택안함),아이스크림 선택（쿼터）(엄마는 외계인,오레오 쿠키앤크림,크림치즈 포레스트,아이스밀카초콜릿),대체맛 선택（쿼터）(（대체）엄마는 외계인,（대체）이상한 나라의 솜사탕),스푼 선택(스푼 필요 없음))",2021-02-09 00:00:00,"13,500원",2호선 대림역,서울특별시 구로구 구로동 100-8 신안타워 100-8 신안타워 1층 102-1호,카페/디저트,"맛있고 예쁘게 담아주셔서 감사합니다!
근데 배달이 좀 많이 늦으셔서 그런지 조금 녹아서 왔어요 ㅠ 그래두 감사합니당",맛있고 예쁘게 담아주셔서 감사합니다! 근데 배달이 좀 많이 늦으셔서 그런지 조금 녹아서 왔어요 ㅠ 그래두 감사합니당,5,5,5,2,-1,2021-12-08 23:30:26,배달 늦 때문 약간 녹 아 있 어쨌든 파티 감사 드립니다
돈파스팔레,ru**님,크레이지돈파스/1,2020-11-22 00:00:00,"15,000원",2호선 낙성대역,서울 관악구 봉천동 1628-18,"피자/양식, 일식/돈까스",사장님 안녕하세요? 저 예전에 이태리돈까스충전소에서 단골이었는데 돈파스팔레로 옮기시고 나서 동생 임신해서 같이 갔었던 사람인데..기억하실런지..^^; 코로나로 요즘 많이 힘드시죠?? 방문은 어려워서  요기요 통해서 처음 주문해봤는데 역시 맛있어요 ㅎㅎ 제가 당*마켓에서도 여기 돈까스 맛집이라고 소개했었는데..ㅎㅎ 사장님 늘 건강하시고 복 마니 받으셔요♥,사장님 안녕하세요? 저 예전에 이태리돈까스충전소에서 단골이었는데 돈파스팔레로 옮기시고 나서 동생 임신해서 같이 갔었던 사람인데..기억하실런지..^^ 코로나로 요즘 많이 힘드시죠?? 방문은 어려워서  요기요 통해서 처음 주문해봤는데 역시 맛있어요 ㅎㅎ 제가 당마켓에서도 여기 돈까스 맛집이라고 소개했었는데..ㅎㅎ 사장님 늘 건강하시고 복 마니 받으셔요,5,5,5,5,-1,2021-12-16 14:52:00,당시 파티 시장 돼지고기 커틀릿 레스토랑 소개 했 어서 해 넌 항상 건강 하 고 축복 받 는다
